id	effectiveTime	active	moduleId	refsetId	referencedComponentId	term
d1ee2065-28e5-4e77-9574-22a9b419f93a	20151031	1	900000001000122104	900000171000122109	15033003	absceso periamigdalino
da6aec20-02a9-45f4-8903-06f6954fbd57	20151031	1	900000001000122104	900000171000122109	82127005	absceso perianal
301827ce-f489-4df4-b24e-caac00ee95d8	20151031	1	900000001000122104	900000171000122109	196341005	absceso periapical
a67dc0c4-4c52-48a6-c392-7b426fb31a68	20191201	1	900000001000122104	900000171000122109	34791000122101	absceso periclitorídeo
92f1e52e-309d-43cb-be93-4950be5df755	20151031	1	900000001000122104	900000171000122109	91669008	absceso perirrectal
ab65bbc2-58dd-454f-9265-f103fc1cb67e	20220601	1	900000001000122104	900000171000122109	58949002	absceso tubo-ovárico
ec1409cb-64fe-4dc7-a7bd-da959dfd30f3	20151031	1	900000001000122104	900000171000122109	87132004	abstinencia de opiáceos
a94df1d2-d2e6-4f49-829d-3fe199e29f2f	20151031	1	900000001000122104	900000171000122109	15167005	abuso de alcohol
28bd4b09-1095-4158-9f57-28ad8585b5c8	20151031	1	900000001000122104	900000171000122109	191882002	abuso de alcohol sin adicción, continuo
091c79d1-8b1d-4396-839f-1b344ef708d8	20151031	1	900000001000122104	900000171000122109	191884001	abuso de alcohol sin adicción, en remisión
050729f7-42cb-4f85-ba9a-2901cf24d788	20151031	1	900000001000122104	900000171000122109	191883007	abuso de alcohol sin adicción, episódico
be8ea8f4-3d44-4225-ab08-bd3cc46dfedf	20151031	1	900000001000122104	900000171000122109	37344009	abuso de Cannabis
85ded1c6-1618-4bb7-8a47-34abd2098459	20151031	1	900000001000122104	900000171000122109	191895007	abuso de cannabis sin adicción, en remisión
8fb21734-ad05-4603-839b-df12b3f85049	20151031	1	900000001000122104	900000171000122109	191894006	abuso de cannabis sin adicción, episódico
9bed9225-b70a-4e0c-940f-a49d976cce93	20151031	1	900000001000122104	900000171000122109	78267003	abuso de cocaína
035fba31-b3c8-4a1d-8412-1ad3a3ebf7a3	20151031	1	900000001000122104	900000171000122109	191920007	abuso de cocaína sin adicción, en remisión
78ca9822-9eaf-42c3-938d-5743cfdda30a	20151031	1	900000001000122104	900000171000122109	191919001	abuso de cocaína sin adicción, episódico
9023223c-df9e-468b-8491-1f9e300cab65	20151031	1	900000001000122104	900000171000122109	26416006	abuso de drogas
b80fc7ba-16be-49bf-8c2f-f0edba4ef289	20151031	1	900000001000122104	900000171000122109	5602001	abuso de opiáceos
ca0ff8ff-824e-4b32-9725-0de9d58ea008	20151031	1	900000001000122104	900000171000122109	445273005	abuso de varias sustancias
e388d092-8fcb-4e22-aa1f-4de41044b3fc	20151031	1	900000001000122104	900000171000122109	45564002	acalasia del esófago
0cd8e1b6-c09f-408b-a534-d32674557a62	20151031	1	900000001000122104	900000171000122109	402599005	acantosis nigricans
4e2afca5-514b-4e68-845d-2150fe006681	20151031	1	900000001000122104	900000171000122109	55566008	accidente
4f88ff05-d499-42b3-99eb-a4a1fcb238da	20151031	1	900000001000122104	900000171000122109	242575009	accidente causado por exposición a condiciones climáticas
016bef91-58d3-4032-9588-005b067eba73	20151031	1	900000001000122104	900000171000122109	269716005	accidente causado por maquinaria
254c7827-4cd7-4c5a-a84e-6c78cf10a607	20151031	1	900000001000122104	900000171000122109	230690007	accidente cerebrovascular
626be096-13b0-4c67-9552-c9a3fdf398ce	20200601	1	900000001000122104	900000171000122109	62481000122105	accidente cerebrovascular hemorrágico
5018a8ce-2cfc-4cc6-8cb2-f29880616d4b	20151031	1	900000001000122104	900000171000122109	230691006	accidente cerebrovascular por oclusión de arteria cerebral
65410daa-1560-451a-812e-fd1c288ce387	20151031	1	900000001000122104	900000171000122109	371040005	accidente cerebrovascular trombótico
0453aecf-810c-43e5-9faa-253804df2aad	20151031	1	900000001000122104	900000171000122109	214031005	accidente de tráfico con vehículo de motor
1077fe81-b08d-4a36-bcbd-982687598ce6	20151031	1	900000001000122104	900000171000122109	386662004	accidente de vehículo a pedal
cd744dda-19e8-438a-8a24-d1e2cd11dd66	20151031	1	900000001000122104	900000171000122109	79573009	accidente durante una actividad doméstica
9a1b953b-bcf0-4ce7-aedb-2a54b26bd220	20151031	1	900000001000122104	900000171000122109	309535002	accidente laboral
273416b9-1138-4f2f-b1c1-0f6309d42fb7	20151031	1	900000001000122104	900000171000122109	269795008	accidente por cuerpo extraño - orificio
233c6a2a-f036-4d6e-99c3-829446cce4db	20151031	1	900000001000122104	900000171000122109	218034006	accidente producido por cuchillos, espadas y dagas
875e3451-fa8b-4555-afec-931c4a2d860f	20151031	1	900000001000122104	900000171000122109	218058005	accidente producido por filo de vidrio
53cbfdf6-19d1-4e6c-9e75-b08a6655060a	20151031	1	900000001000122104	900000171000122109	218130004	accidente producido por líquidos y vapores calientes, incluido vapor de agua
4aa359d2-f969-4374-8017-6e151c77596f	20151031	1	900000001000122104	900000171000122109	218016007	accidentes producidos por instrumentos u objetos cortantes y para piercing
8465431d-b989-421c-948d-5a3983f77828	20151031	1	900000001000122104	900000171000122109	91273001	acidosis láctica
03867237-b22d-4ff7-89db-020a51735620	20151031	1	900000001000122104	900000171000122109	59455009	acidosis metabólica
dd9e648b-3e5e-4a7c-a24d-81c302c19408	20191201	1	900000001000122104	900000171000122109	237862007	acidosis respiratoria y acidosis metabólica
12179b4c-973a-42b9-94b7-59ca696c7849	20151031	1	900000001000122104	900000171000122109	11381005	acné
3f8c774a-a56c-4627-b135-0620d7b1c360	20151031	1	900000001000122104	900000171000122109	238744006	acné con comedones
d35c4269-5cd3-4efa-a6b7-76f6e4604a34	20151031	1	900000001000122104	900000171000122109	49706007	acné neonatal
9e0665f7-ef2e-4fba-9f14-95932f82b4b8	20220601	1	900000001000122104	900000171000122109	13277001	acné quístico
06ff5c4b-e2e1-49f3-97a0-a03c4ad14608	20151031	1	900000001000122104	900000171000122109	274625009	acontecimiento retrasado
e82a5ce5-856a-400b-9234-a0fa01ea6986	20151031	1	900000001000122104	900000171000122109	74107003	acromegalia
f4454b0d-32df-4f68-8355-d5fb6637e1ad	20151031	1	900000001000122104	900000171000122109	160618006	actualmente no fumador
1e527b17-08d4-4f95-9da0-f6ab8b841e84	20151031	1	900000001000122104	900000171000122109	60862001	acúfenos
f595530d-ef20-4e16-a215-a7ff5660131f	20151031	1	900000001000122104	900000171000122109	62452009	acúfenos subjetivo
17f5445b-b191-4bc6-933b-608434da8134	20151031	1	900000001000122104	900000171000122109	10893003	adenitis tuberculosa
9e379f44-871a-4e53-a49c-ef20f303bdf5	20151031	1	900000001000122104	900000171000122109	123845008	adenocarcinoma de endometrio
f1aeff4f-3cdd-4cbe-81ee-fba43fa292a8	20151031	1	900000001000122104	900000171000122109	408645001	adenocarcinoma de intestino grueso
d12c4532-5d0a-490d-956f-7e6411495910	20151031	1	900000001000122104	900000171000122109	399490008	adenocarcinoma de próstata
0550c474-6f14-47fa-b120-3f1376bb7767	20151031	1	900000001000122104	900000171000122109	254626006	adenocarcinoma del pulmón
df5d04af-1f7f-46e1-b5f4-0544cadfadc6	20151031	1	900000001000122104	900000171000122109	254582000	adenocarcinoma del recto
57b2a030-416e-4a9d-a081-908eed598936	20151031	1	900000001000122104	900000171000122109	408647009	adenocarcinoma gástrico
bfdd9afd-b933-4615-9b5c-142e562f1e97	20151031	1	900000001000122104	900000171000122109	302826002	adenoma corticosuprarrenal
47902476-133c-4ba8-ad1c-5f85a5b15f07	20151031	1	900000001000122104	900000171000122109	254956000	adenoma de hipófisis
9591f89d-11a7-4ed3-8e5e-dbfaeba28b89	20151031	1	900000001000122104	900000171000122109	128474007	adenoma paratiroideo
55e8e33f-2748-4c79-a35f-29fc96ccf8f5	20151031	1	900000001000122104	900000171000122109	67766009	adherencias intestinales con obstrucción
71218db4-a611-4a1e-87ef-58b8e67ac259	20151031	1	900000001000122104	900000171000122109	62394006	adherencias peritoneales de la pelvis femenina
c8965c90-b745-44fb-ba0b-90c35dff7a9a	20151031	1	900000001000122104	900000171000122109	231477003	adicción a la heroína
cbba4aca-1a85-4486-b550-07ef2effffb3	20151031	1	900000001000122104	900000171000122109	191889006	adicción al tabaco, en remisión
4bedc47b-bace-47dd-ee56-02171a918e74	20191201	1	900000001000122104	900000171000122109	36121000122108	adipomastia
80a7090e-49ca-4b76-8191-ae0601238950	20151031	1	900000001000122104	900000171000122109	406137001	adulto víctima de maltrato
05b8467d-a125-4b9d-b3c5-e235ce611844	20151031	1	900000001000122104	900000171000122109	24010005	afaquia
6a81b155-4fd5-477a-bf24-c8e6d0c480c5	20151031	1	900000001000122104	900000171000122109	87486003	afasia
e6c2d55c-0b7e-41a0-b0ee-275c869d2ce9	20151031	1	900000001000122104	900000171000122109	441630004	afasia como efecto tardío de enfermedad cerebrovascular
bf1128f0-6651-4251-913f-db7262994341	20151031	1	900000001000122104	900000171000122109	23238000	agammaglobulinemia variable común
3994456e-8081-4978-b485-1e59de594dc7	20151031	1	900000001000122104	900000171000122109	24199005	agitación
855e150e-d531-4a09-8729-ada3fed700bd	20151031	1	900000001000122104	900000171000122109	232419008	agrandamiento de amígdala o adenoides
b4f2e8b7-324d-4e7d-969c-2a5d15f5f248	20151031	1	900000001000122104	900000171000122109	17182001	agranulocitosis
3eb2f6cc-4f2e-47fc-e3b0-11f52d470494	20191201	1	900000001000122104	900000171000122109	35691000122107	agranulocitosis inducida por metimazol
ecb3dc42-bf1c-46d6-83d0-a3a736feb53d	20151031	1	900000001000122104	900000171000122109	219235009	agresión por golpe con objeto romo u objeto arrojado
b86d7d19-5b41-4d5d-b61f-f59cd05d43ec	20151031	1	900000001000122104	900000171000122109	219218005	agresión por instrumentos cortantes y punzantes
49597b1f-c548-4987-a407-aed2fdd403d2	20151031	1	900000001000122104	900000171000122109	232006002	agujero macular
d7fc804a-db73-4765-dedd-c212adc48bce	20181101	1	900000001000122104	900000171000122109	51226000	agujero retiniano redondo sin desprendimiento
19edb645-3830-4557-b99a-70356023ba57	20220601	1	900000001000122104	900000171000122109	171258008	al día con las inmunizaciones
928c3d5c-035c-42f9-ae04-56d5fbca4e2d	20151031	1	900000001000122104	900000171000122109	274769005	albuminuria
0b65b180-9c1c-4d6c-adcc-275c2845be06	20151031	1	900000001000122104	900000171000122109	7200002	alcoholismo
d3751afe-650f-464e-bdbf-a6731b6b3c29	20151031	1	900000001000122104	900000171000122109	191811004	alcoholismo crónico continuo
90b37661-d8fd-4190-aacf-6375a11c768a	20151031	1	900000001000122104	900000171000122109	191813001	alcoholismo crónico en remisión
92eb2a3a-9308-43d3-bd0d-38dfea4eb5de	20151031	1	900000001000122104	900000171000122109	191812006	alcoholismo crónico episódico
15a19ec5-2757-46e8-8172-a2c9bff8a235	20190601	1	900000001000122104	900000171000122109	91936005	alergia a penicilina
8b01d681-8b16-489a-b0bc-81031c4cbd98	20220601	1	900000001000122104	900000171000122109	232350006	alergia a proteína de ácaros del polvo
6f14c815-3f27-423a-b9d2-8a6414dad60d	20151031	1	900000001000122104	900000171000122109	414285001	alergia alimentaria
860da78f-9a96-4e3a-861d-243cb625337e	20151031	1	900000001000122104	900000171000122109	426232007	alergia ambiental
175ae8fb-d902-4081-b0b6-ba7c2fb780a0	20151031	1	900000001000122104	900000171000122109	416098002	alergia medicamentosa
06fb0b6c-331b-4bf7-8146-97f25fa8dbaa	20151031	1	900000001000122104	900000171000122109	5370000	aleteo auricular
1bf8ea85-44dd-424f-9c5d-b63fdcc9e5c8	20151031	1	900000001000122104	900000171000122109	299698007	alimentación escasa
20ebd4c9-c635-49c5-98db-bfd82b90c2a6	20220601	1	900000001000122104	900000171000122109	225372007	alimentación parenteral total
e9d566e1-f34a-4bab-a739-1e004e538f18	20151031	1	900000001000122104	900000171000122109	169741004	alimentado a pecho
1f91cd4e-82ac-439a-a2f8-cb253d70afb5	20151031	1	900000001000122104	900000171000122109	56317004	alopecia
792b26a0-ada7-4389-bf6f-53290dd4f1e0	20151031	1	900000001000122104	900000171000122109	68225006	alopecia circunscripta
913ef688-adcb-4a9c-af9b-02cc160b19c3	20151031	1	900000001000122104	900000171000122109	87872006	alopecia de distribución masculina
93dcf11d-41ac-4601-b617-f54123507cfc	20151031	1	900000001000122104	900000171000122109	21333004	alteración de menisco externo
d2bb74c3-9a12-47ff-a2d4-332ada1ee3de	20151031	1	900000001000122104	900000171000122109	111222003	alteración de menisco interno
5d8f0c89-af95-4243-921e-67b14a53d70c	20151031	1	900000001000122104	900000171000122109	63643000	alteración de rodilla
59eb20d3-4d11-4acb-e9a0-86db47ad511e	20220601	1	900000001000122104	900000171000122109	129823000	alteración del crecimiento Y/O del desarrollo en la infancia
ea158485-e989-4a2f-9085-4ba66431649f	20151031	1	900000001000122104	900000171000122109	387603000	alteración del equilibrio
5b896ef7-b6f7-4ab0-bd20-b04211050ee3	20151031	1	900000001000122104	900000171000122109	29164008	alteración del habla
abde5d97-df0e-4022-8d49-617a146b498a	20151031	1	900000001000122104	900000171000122109	192071009	alteración leve de la memoria
77cfa3b8-2c69-43c7-9a2d-9f926fc7eb76	20151031	1	900000001000122104	900000171000122109	63102001	alteración visual
b750dc0b-4104-4abe-ccd8-240087f8efd0	20210601	1	900000001000122104	900000171000122109	218951000119100	alteración visual bilateral
d826a057-3e8c-4036-8970-09c61ca8381b	20210601	1	900000001000122104	900000171000122109	397541004	alteración visual grave
b7f7e630-16b5-4b51-fbbc-d8a52ddad959	20210601	1	900000001000122104	900000171000122109	397542006	alteración visual moderada
299f9678-8ae6-42bf-8d58-688ab763172b	20151031	1	900000001000122104	900000171000122109	276613009	alto peso de nacimiento
8a158e95-f807-4c22-a803-f765e42b03a3	20151031	1	900000001000122104	900000171000122109	7011001	alucinaciones
4f6d242f-384d-489e-bfc2-9e5f8e4f3e36	20151031	1	900000001000122104	900000171000122109	88032003	amaurosis fugaz
86f98b4f-25c1-4e3e-a1dd-796ce3b3c14a	20151031	1	900000001000122104	900000171000122109	387742006	ambliopía
f2fece78-66ec-4030-b310-192bb70c4bd6	20151031	1	900000001000122104	900000171000122109	232147001	ambliopía anisometrópica
148474e6-43d9-4761-aea9-03fc3563dcb7	20151031	1	900000001000122104	900000171000122109	90927000	ambliopía refractaria
de52cb13-4509-43e4-9f8d-1233a655a838	20151031	1	900000001000122104	900000171000122109	54048003	amenaza de aborto
c15da98a-91fc-4dfc-8577-63320a562b73	20151031	1	900000001000122104	900000171000122109	14302001	amenorrea
d489adc4-1f22-48ac-9d9a-21dcef25af2d	20151031	1	900000001000122104	900000171000122109	86030004	amenorrea fisiológica secundaria
1dfbccd4-9f94-4527-ae51-a570a9da7f4a	20151031	1	900000001000122104	900000171000122109	90176007	amigdalitis
4fcd48a6-221c-4912-9ad2-053402b629fa	20151031	1	900000001000122104	900000171000122109	17741008	amigdalitis aguda
daa52d70-4a2d-4a9d-9cb6-3245767b2047	20151031	1	900000001000122104	900000171000122109	90979004	amigdalitis crónica
cc572050-a193-4436-b9f8-b8d9947c3efa	20151031	1	900000001000122104	900000171000122109	41582007	amigdalitits estreptocócica
8bea70b2-cb16-4777-b3d1-1b85e6775c3b	20151031	1	900000001000122104	900000171000122109	17602002	amiloidosis
a341a1b8-d506-4cb3-a9bc-68c43375278b	20151031	1	900000001000122104	900000171000122109	48167000	amnesia
8be31eec-60fb-4236-96e4-e14bc4ca9976	20151031	1	900000001000122104	900000171000122109	230736007	amnesia total transitoria
58701082-aa82-4294-9b45-6892c5fe234d	20151031	1	900000001000122104	900000171000122109	298222004	amplitud de movimiento articular activo reducido
ee49651e-3955-4181-86ce-c6b733635884	20151031	1	900000001000122104	900000171000122109	417237009	ampolla de piel Y/O mucosa
8bc8cae9-972f-4b81-8cf4-bd2e6ae351e2	20151031	1	900000001000122104	900000171000122109	95855003	amputación traumática de dedo de la mano
518b64e2-da0d-4d4a-ae77-48e79ebab1ec	20151031	1	900000001000122104	900000171000122109	39579001	anafilaxia
ea64f46f-fffb-4cb3-aea4-0ee2e8f23860	20151031	1	900000001000122104	900000171000122109	166318006	análisis bioquímico de la sangre anormal
81b51ec0-b3a9-4d0e-8f31-350477c75cd7	20151031	1	900000001000122104	900000171000122109	103736005	anamnesis y exploración física para la práctica deportiva
d2799d46-2dcb-4742-a9a4-f07945d0ea9e	20151031	1	900000001000122104	900000171000122109	271737000	anemia
e763f8fb-8e16-4d13-8207-22977832002a	20151031	1	900000001000122104	900000171000122109	306058006	anemia aplásica
35d75202-32c2-48f1-896f-727419da5ed2	20151031	1	900000001000122104	900000171000122109	49708008	anemia asociada con insuficiencia renal crónica
6d499d8b-2c45-43ad-8f70-0a66a67c3566	20151031	1	900000001000122104	900000171000122109	191268006	anemia crónica
66e959e4-1a30-4231-a567-de379b008827	20151031	1	900000001000122104	900000171000122109	234347009	anemia de los trastornos crónicos
27ff5596-97cd-4fc8-850f-f5cde421991c	20190601	1	900000001000122104	900000171000122109	767657005	anemia debida a quimioterapia y posterior a ella
52393557-af47-410d-8f9d-b48a895337e3	20151031	1	900000001000122104	900000171000122109	27342004	anemia del embarazo
019efe8a-af8b-4faa-a0a9-21a9cf0eb272	20151031	1	900000001000122104	900000171000122109	47100003	anemia del prematuro
8e22413f-1083-40aa-ae7d-3aea078c2d0d	20151031	1	900000001000122104	900000171000122109	199246003	anemia durante el embarazo - niño no nacido aún
568c75b7-c555-4bd1-afed-974737dd73e3	20151031	1	900000001000122104	900000171000122109	191265009	anemia en neoplasia
02901c28-c09f-4248-8596-db8280808e5c	20151031	1	900000001000122104	900000171000122109	87522002	anemia ferropénica
9bfc7434-a4e0-412d-87ca-6f627112f8a8	20151031	1	900000001000122104	900000171000122109	61261009	anemia hemolítica
b372d3d6-c623-44e9-988f-2a8392fa23fe	20151031	1	900000001000122104	900000171000122109	4854004	anemia hemolítica adquirida
c5c35bd5-2873-4e83-b5ea-37a08793aa55	20151031	1	900000001000122104	900000171000122109	413603009	anemia hemolítica autoinmunitaria
18c3d302-01ae-4062-a87c-5a93ec738695	20151031	1	900000001000122104	900000171000122109	83414005	anemia macrocítica
61a0965c-b99b-4c8e-9903-e375ec350d49	20151031	1	900000001000122104	900000171000122109	85649008	anemia megaloblástica por deficiencia de ácido fólico
aac6a2fb-9c18-483f-94c4-b7a7bc6f026d	20151031	1	900000001000122104	900000171000122109	49472006	anemia megaloblástica por déficit de vitamina B12
09f8b89a-35db-4182-a0c4-a620aecbb68a	20151031	1	900000001000122104	900000171000122109	234349007	anemia microcítica
253da0b6-f31e-4572-8938-1f026c7847ce	20151031	1	900000001000122104	900000171000122109	300980002	anemia normocítica
0def37ee-8f9b-4637-9504-de7415b50564	20151031	1	900000001000122104	900000171000122109	84027009	anemia perniciosa
44e23832-5ff3-4eae-a9eb-1936b75b3d63	20151031	1	900000001000122104	900000171000122109	234348004	anemia por enfermedad renal
d329dac7-70c6-4fe7-ac24-1efada004f76	20151031	1	900000001000122104	900000171000122109	413533008	anemia por pérdida crónica de sangre
97e3a2a5-8283-40f4-8e86-aefebe63c8d4	20151031	1	900000001000122104	900000171000122109	267513007	anemias por deficiencia
27022da8-7b20-4930-a70b-67f442c2de2a	20151031	1	900000001000122104	900000171000122109	432119003	aneurisma
b913c6d2-85c4-4e24-a3f3-a0d40234c50f	20151031	1	900000001000122104	900000171000122109	67362008	aneurisma aórtico
a3c7ba38-2a90-47c6-fd7a-e592af0f4c87	20191201	1	900000001000122104	900000171000122109	128608001	aneurisma arterial cerebral
1818ec71-8672-4225-a00c-7f89eff4913b	20151031	1	900000001000122104	900000171000122109	233985008	aneurisma de aorta abdominal
f1095869-aa5f-4300-90bb-6f112512190d	20151031	1	900000001000122104	900000171000122109	425771001	aneurisma de aorta abdominal en aumento
897e1de4-9ab8-424d-b85b-0cf85954cfb5	20151031	1	900000001000122104	900000171000122109	75878002	aneurisma de aorta abdominal sin ruptura
01e55fe4-05d5-4605-95e4-c19905185695	20151031	1	900000001000122104	900000171000122109	425963007	aneurisma de aorta ascendente
74236c6d-b352-4b08-b0aa-2bdf24200e3b	20151031	1	900000001000122104	900000171000122109	433068007	aneurisma de aorta torácica
55294731-6d9a-44d0-a24d-35ab44b31c14	20151031	1	900000001000122104	900000171000122109	74883004	aneurisma de aorta torácica sin ruptura
514e3d2a-d01d-4eec-8565-8d8f8717e1c9	20151031	1	900000001000122104	900000171000122109	13290008	aneurisma de arteria ilíaca
dc0b07c7-1553-41ae-8de5-206b6872f291	20151031	1	900000001000122104	900000171000122109	128609009	aneurisma intracraneal
6c9b2f94-eb7c-4ee8-b053-9838971c6ce8	20151031	1	900000001000122104	900000171000122109	194828000	angina de pecho
2cedd0b5-bc63-4aee-94a7-d02f4cd29997	20151031	1	900000001000122104	900000171000122109	233819005	angina de pecho estable
96da4cfa-343a-4e6b-9975-cf49a727fb77	20151031	1	900000001000122104	900000171000122109	314116003	angina posinfarto
092f0391-7b77-4e6f-a4fc-6d47acfe4112	20151031	1	900000001000122104	900000171000122109	41291007	angioedema
c3c22ab7-f438-47b7-b0fd-0bcfd663bf3b	20151031	1	900000001000122104	900000171000122109	5050001	angioma senil
ba63f6b0-1204-4733-9f78-76b39ab2c4fb	20220601	1	900000001000122104	900000171000122109	127014009	angiopatía periférica debida a diabetes mellitus
c1616f08-edd7-4d38-9a33-00354d7f84a6	20151031	1	900000001000122104	900000171000122109	13045009	anisocoria
5297b312-1704-46c5-8422-63a35c6b72c2	20151031	1	900000001000122104	900000171000122109	3289004	anisometropía
27106f1e-1503-4c2c-a122-370d727a8a86	20220601	1	900000001000122104	900000171000122109	19416009	anomalía congénita de ojo
37b265a1-1a9f-4efe-9acf-7f09c45cf276	20151031	1	900000001000122104	900000171000122109	204821009	anomalía congénita de órganos genitales
b06fa21b-7a64-4ad2-ac8c-eed78a0a64d5	20151031	1	900000001000122104	900000171000122109	65587001	anomalía congénita del sistema cerebrovascular
73c3a3cf-1d8a-446c-833a-c6fbd40314cb	20151031	1	900000001000122104	900000171000122109	204357006	anomalía de Ebstein de la válvula tricúspide
da4a5545-6b80-494a-a998-3ff74fc7d9ac	20151031	1	900000001000122104	900000171000122109	81256000	anomalía de la posición dental
6178e859-595a-4bb4-ad7f-e098890b5948	20151031	1	900000001000122104	900000171000122109	270498000	anomalía de la posición y la presentación fetal
f1486f08-65d3-4f02-bb6b-ce9a03b2a9ee	20181101	1	900000001000122104	900000171000122109	10743881000119104	anomalía fetal sospechada que afecta el manejo de la madre
c8e16bb7-0c68-4b1d-9fda-9b3786af208a	20151031	1	900000001000122104	900000171000122109	56882008	anorexia nerviosa
c3452b28-320c-453b-a95c-467adb4f0941	20151031	1	900000001000122104	900000171000122109	67787004	anquiloglosia
755a94dc-fa97-4fb0-9898-e1cc2bb00b7b	20151031	1	900000001000122104	900000171000122109	48694002	ansiedad
f340f33c-ea05-45b9-a081-e7fa1848c4e8	20151031	1	900000001000122104	900000171000122109	1239002	anteversión congénita del fémur
30844856-1e2b-4e39-9bf7-f4eec5cb9bae	20151031	1	900000001000122104	900000171000122109	13197004	anticoncepción
51c4b07b-e568-4cd6-97ee-f3c50814a3f9	20151031	1	900000001000122104	900000171000122109	312081001	anticoncepción con dispositivo intrauterino
359a1da5-a13f-4991-a0b4-3aa297b03531	20220601	1	900000001000122104	900000171000122109	268464009	anticoncepción con medicamento anticonceptivo inyectable
d894ece0-5c7c-4ef4-88ca-2c2902c2989d	20151031	1	900000001000122104	900000171000122109	5935008	anticoncepción oral
d326f4cb-944a-4df3-da79-cb54aee22f69	20200601	1	900000001000122104	900000171000122109	789537001	anticonceptivo oral prescrito
4dcbfbe1-c9e9-4f39-acaa-6667da8cf0ae	20151031	1	900000001000122104	900000171000122109	166160000	antígeno prostático específico anormal
e9c726c4-f4a7-490e-be4b-f45c43e8965f	20151031	1	900000001000122104	900000171000122109	396152005	antígeno prostático específico elevado
30b887ef-999f-4728-84b9-0ab5239a6d11	20151031	1	900000001000122104	900000171000122109	416893007	ántrax
d2da042f-fd98-456e-ade1-45ca6bbbacad	20151031	1	900000001000122104	900000171000122109	74400008	apendicitis
a66516dc-1319-4ee1-ad45-2a620848ab94	20151031	1	900000001000122104	900000171000122109	85189001	apendicitis aguda
7e5edb40-1673-40c5-be7e-bbcabc49761e	20151031	1	900000001000122104	900000171000122109	51036000	apendicitis aguda con absceso peritoneal
4c20cca3-7039-484a-dceb-913a731be961	20210601	1	900000001000122104	900000171000122109	37281000122104	aplasia de médula ósea adquirida
744c5fe9-e64e-46e2-f000-623d91f8d2b0	20210601	1	900000001000122104	900000171000122109	36831000122101	aplasia de médula ósea congénita
c807e2a7-4446-482a-814d-d73cd2af54d7	20151031	1	900000001000122104	900000171000122109	35468003	aplastamiento entre objetos
278ccbf5-790b-436c-8a7f-936a382ed885	20220601	1	900000001000122104	900000171000122109	311806008	aplastamiento osteoporótico de vértebra cervical
72070edc-0abc-498a-9266-04f865b47fc8	20151031	1	900000001000122104	900000171000122109	84138006	aplastamiento vertebral
4258f6c6-1fe2-47fb-b8d2-53216de52c62	20151031	1	900000001000122104	900000171000122109	1023001	apnea
63db7165-a5c4-45ac-81b4-e9cf7b16a308	20151031	1	900000001000122104	900000171000122109	276544005	apnea del prematuro
0acc1396-8ea2-4e5f-a6d7-5f831a16cea7	20220601	1	900000001000122104	900000171000122109	13094009	apnea del recién nacido
